,Код ЕСР,Краткое наименование,Полное наименование,Регион,ЖД
6521,99250,ВЗМОРЬЕ,ВЗМОРЬЕ,Сахалинская область,Дальневосточная
6522,99260,АРСЕНТЬЕВКА,АРСЕНТЬЕВКА,Сахалинская область,Дальневосточная
6523,99270,ШАХТА-САХ,ШАХТА-САХАЛИНСКАЯ,Сахалинская область,Дальневосточная
6524,99310,НЕВЕЛЬСК,НЕВЕЛЬСК,Сахалинская область,Дальневосточная
6525,99330,ХОЛМСК,ХОЛМСК,Сахалинская область,Дальневосточная
6526,99340,ХОЛМСК-ПЕР,ХОЛМСК (ПЕРЕВ.),Сахалинская область,Дальневосточная
6527,99350,ХОЛМСК-Э,ХОЛМСК (ЭКСП.),Сахалинская область,Дальневосточная
6528,99440,ЧЕХОВ-САХ,ЧЕХОВ-САХАЛИНСКИЙ,Сахалинская область,Дальневосточная
6529,99460,ТОМАРИ,ТОМАРИ,Сахалинская область,Дальневосточная
6530,99470,ПЕНЗЕНСКАЯ,ПЕНЗЕНСКАЯ,Сахалинская область,Дальневосточная
6531,99480,ИЛЬИНСК-САХ,ИЛЬИНСК-САХАЛИНСКИЙ,Сахалинская область,Дальневосточная
6532,99510,ТИХАЯ,ТИХАЯ,Сахалинская область,Дальневосточная
6533,99520,ПУГАЧЕВО-САХ,ПУГАЧЕВО-САХАЛИНСКОЕ,Сахалинская область,Дальневосточная
6534,99540,ЗАОЗЕРНОЕ-САХ,ЗАОЗЕРНОЕ-САХАЛИНСКОЕ,Сахалинская область,Дальневосточная
6535,99550,МАКАРОВ,МАКАРОВ,Сахалинская область,Дальневосточная
6536,99560,ТУМАНОВО-САХ,ТУМАНОВО-САХАЛИНСКОЕ,Сахалинская область,Дальневосточная
6537,99580,ВАХРУШЕВ-САХ,ВАХРУШЕВ-САХАЛИНСКИЙ,Сахалинская область,Дальневосточная
6538,99630,ПОРОНАЙСК,ПОРОНАЙСК,Сахалинская область,Дальневосточная
6539,99640,ОЛЕНЬ-САХ,ОЛЕНЬ-САХАЛИНСКИЙ,Сахалинская область,Дальневосточная
6540,99660,БУЮКЛЫ,БУЮКЛЫ,Сахалинская область,Дальневосточная
6541,99680,СМИРНЫХ-САХ,СМИРНЫХ-САХАЛИНСКИЙ,Сахалинская область,Дальневосточная
6542,99690,ПОБЕДИНО-САХ,ПОБЕДИНО-САХАЛИНСКОЕ,Сахалинская область,Дальневосточная
6543,99700,ЮЖ ХАНДАСА,ЮЖНАЯ ХАНДАСА,Сахалинская область,Дальневосточная
6544,99710,ОНОР,ОНОР,Сахалинская область,Дальневосточная
6545,99740,ПАЛЕВО,ПАЛЕВО,Сахалинская область,Дальневосточная
6546,99750,ТЫМОВСК,ТЫМОВСК,Сахалинская область,Дальневосточная
6547,99790,АЛЬБА,АЛЬБА,Сахалинская область,Дальневосточная
6548,99800,НЫШ,НЫШ,Сахалинская область,Дальневосточная
6549,99810,НОГЛИКИ,НОГЛИКИ,Сахалинская область,Дальневосточная
6550,69560,КОКТОБЕ,КОКТОБЕ,КАЗАХСТАН,Казахстанская
6551,29120,АРХАНГЕЛЬСК-Э,АРХАНГЕЛЬСК (ЭКСП.),Архангельская область,Северная
6552,28930,ЛАБЫТНАНГИ-ПЕР,ЛАБЫТНАНГИ (ПЕРЕВ.),Ямало-Ненецкий автономный округ (Тюменская область),Северная
6553,29180,ЖАРОВИХА-ПЕР,ЖАРОВИХА (ПЕРЕВ.),Архангельская область,Северная
6554,1330,БЕЛОМОРСК-ПЕР,БЕЛОМОРСК (ПЕРЕВ.),Республика Карелия,Октябрьская
6555,7620,КОТЛЫ-Э,КОТЛЫ (ЭКСП.),Ленинградская область,Октябрьская
6556,10020,ПИОНЕР-КУР-Э,ПИОНЕРСКИЙ КУРОРТ (ЭКСП.),Калининградская область,Калининградская
6557,10330,ЗАПАДНЫЙ-Н-Э,ЗАПАДНЫЙ-НОВЫЙ (ЭКСП.),Калининградская область,Калининградская
6558,18280,ФИЛИ-ПЕР,ФИЛИ (ПЕРЕВ.),Город Москва столица Российской Федерации город федерального значения,Московская
6559,20030,МОСКВА-Ю-П-ПЕР,МОСКВА-ЮЖНЫЙ ПОРТ (ПЕРЕВ.),Город Москва столица Российской Федерации город федерального значения,Московская
6560,22300,РЯЗ-ОКА-ПР-П,РЯЗАНЬ-ОКА-ПРИСТАНЬ (ПЕРЕВ.),Рязанская область,Московская
6561,23870,ДМИТРОВ-ПЕР,ДМИТРОВ (ПЕРЕВ.),Московская область,Московская
6562,23920,БОЛ-ВОЛГА-Э,БОЛЬШАЯ ВОЛГА (ЭКСП.),Московская область,Московская
6563,32100,КИЕВ-ЛИСКИ,КИЕВ-ЛИСКИ,УКРАИНА,Юго-Западная
6564,37380,МОСТИС-II-ЧЕХ,МОСТИСКА II (В ЧЕХИЮ),УКРАИНА,Львовская
6565,40410,ОДЕССА-ЗАСТ-I-Э,ОДЕССА-ЗАСТАВА I (ЭКСП.),УКРАИНА,Одесская
6566,46040,ЗАПОРЖ I-Э,ЗАПОРОЖЬЕ I (эксп.),УКРАИНА,Приднепровская
6567,53880,ВЛАДИКАВ-Э,ВЛАДИКАВКАЗ (ЭКСП.),Республика Северная Осетия-Алания,Северо-Кавказская
6568,54760,БАКУ-ТОВ/ТЕР,БАКУ-ТОВАРНАЯ(НА ТЕРМИНАЛ),АЗЕРБАЙДЖАН,Азербайджанская
6569,57260,ПОТИ(ПАР/РУМ),ПОТИ (ПАРОМ НА РУМЫНИЮ),ГРУЗИЯ,Грузинская
6570,57710,ХАШУРИ-Э,ХАШУРИ (ЭКСП.),ГРУЗИЯ,Грузинская
6571,57790,БАТУМИ-П-РУМ,БАТУМИ-(ПАРОМ НА РУМЫНИЮ),ГРУЗИЯ,Грузинская
6572,57810,АХАЛЦИХЕ-Э,АХАЛЦИХЕ (ЭКСП.),ГРУЗИЯ,Грузинская
6573,57820,ВАЛЕ-Э,ВАЛЕ (ЭКСП.),ГРУЗИЯ,Грузинская
6574,63700,ЖИГ-МОРЕ-Э,ЖИГУЛЕВСКОЕ МОРЕ (ЭКСП.),Самарская область,Куйбышевская
6575,63870,ОКТЯБРЬСК-Э,ОКТЯБРЬСК (ЭКСП.),Самарская область,Куйбышевская
6576,65860,БУХТА-Э,БУХТА (ЭКСП.),Самарская область,Куйбышевская
6577,66190,МАХАМБЕТ-Э,МАХАМБЕТ (ЭКСП.),КАЗАХСТАН,Казахстанская
6578,66380,АКТАУ-П-ПАР,АКТАУ-ПОРТ-ПАРОМ,КАЗАХСТАН,Казахстанская
6579,71390,УСТЬ-КАМ-ПЕР,УСТЬ-КАМЕНОГОРСК (ПЕРЕВ.),КАЗАХСТАН,Казахстанская
6580,71440,БУХТАРМА-ПЕР,БУХТАРМА (ПЕРЕВ.),КАЗАХСТАН,Казахстанская
6581,73260,КЕНГСОЙ,КЕНГСОЙ,УЗБЕКИСТАН,Узбекские
6582,73450,ЭЛЛИКАЛА,ЭЛЛИКАЛА,УЗБЕКИСТАН,Узбекские
6583,73460,БЕРУНИ,БЕРУНИ,УЗБЕКИСТАН,Узбекские
6584,73960,ТУРТГУЛ,ТУРТГУЛ,УЗБЕКИСТАН,Узбекские
6585,73980,МИСКИН,МИСКИН,УЗБЕКИСТАН,Узбекские
6586,73230,МАЙЛИСАЙ,МАЙЛИСАЙ,УЗБЕКИСТАН,Узбекские
6587,73220,УЧКУДУК II,УЧКУДУК II,УЗБЕКИСТАН,Узбекские
6588,73990,ИСТИКЛОЛ,ИСТИКЛОЛ,УЗБЕКИСТАН,Узбекские
6589,74890,КУЛЯБ,КУЛЯБ,ТАДЖИКИСТАН,Таджикская
6590,75800,ГАЗОДЖ-Э,ГАЗОДЖАК (ЭКСП.),ТУРКМЕНИСТАН,Туркменская
6591,75940,САЯТ,САЯТ,ТУРКМЕНИСТАН,Туркменская
6592,75950,КАРАБЕКАУЛ,КАРАБЕКАУЛ,ТУРКМЕНИСТАН,Туркменская
6593,75990,ПАЛЬВАРТ,ПАЛЬВАРТ,ТУРКМЕНИСТАН,Туркменская
6594,75960,ХАЛАЧ,ХАЛАЧ,ТУРКМЕНИСТАН,Туркменская
6595,75970,КЕРКИ,КЕРКИ,ТУРКМЕНИСТАН,Туркменская
6596,76130,ПЕРМЬ-II-Э,ПЕРМЬ II (ЭКСП.),Пермский край,Свердловская
6597,8050,КЕЙЛА-Э,КЕЙЛА (ЭКСП.),ЭСТОНИЯ,Эстонская
6598,15390,ПХОВ-Э,ПХОВ (ЭКСП.),БЕЛАРУСЬ,Белорусская
6599,34670,НОВОГР-ВОЛ-I-Э,НОВОГРАД-ВОЛЫНCКИЙ I (ЭКСП.),УКРАИНА,Юго-Западная
6600,39800,ДЖУРД-ПОРТ-Э,ДЖУРДЖУЛЕШТЬ-ПОРТ (ЭКСП.),"МОЛДОВА, РЕСПУБЛИКА",Молдавская
6601,39810,ДЖУРДЖ-ПЕР,ДЖУРДЖУЛЕШТЫ-ПЕРЕВАЛКА,"МОЛДОВА, РЕСПУБЛИКА",Молдавская
6602,41080,ОДЕССА-ТОВ-Э,ОДЕССА-ТОВАРНАЯ (ЭКСП.),УКРАИНА,Одесская
6603,41540,ШАБО-Э,ШАБО (ЭКСП.),УКРАИНА,Одесская
6604,58050,ЧЕРТКОВО-Э,ЧЕРТКОВО (ЭКСП.),Ростовская область,Северо-Кавказская
6605,93370,БАЙКАЛ-ПЕР,БАЙКАЛ-ПЕРЕВАЛКА,Иркутская область,Восточно-Сибирская
6606,93600,УЛАН-УДЭ-ПЕР,УЛАН-УДЭ-ПЕРЕВАЛКА,Республика Бурятия,Восточно-Сибирская
6607,54360,МАХАЧКАЛА-ПАР-Э,МАХАЧКАЛА-ПАРОМ-ЭКСПОРТ,Республика Дагестан,Северо-Кавказская
6608,75480,ТУРКМЕН-ПАР-Э,ТУРКМЕНБАШИ-ПАРОМ-ЭКСПОРТ,ТУРКМЕНИСТАН,Туркменская
6609,55450,АСТАРА-Э,АСТАРА (ЭКСП.),АЗЕРБАЙДЖАН,Азербайджанская
6610,74690,ДЖАЛОЛИДДИНИ БАЛХИ-Э,ДЖАЛОЛИДДИНИ БАЛХИ (ЭКСП.),ТАДЖИКИСТАН,Таджикская
6611,74610,ХАТЛОН-Э,ХАТЛОН (ЭКСП.),ТАДЖИКИСТАН,Таджикская
6612,93110,МАКАРЬЕВО-ПЕР,МАКАРЬЕВО-ПЕРЕВАЛКА,Иркутская область,Восточно-Сибирская
6613,74880,КУЛЯБ-Э,КУЛЯБ (ЭКСП.),ТАДЖИКИСТАН,Таджикская
6614,91420,ТОММОТ,ТОММОТ,Республика Саха (Якутия),"АО АК ""Железные дороги Якутии"""
6615,91360,ЧУЛЬМАН,ЧУЛЬМАН,Республика Саха (Якутия),"АО АК ""Железные дороги Якутии"""
6616,91390,КОСАРЕВСКИЙ,КОСАРЕВСКИЙ,Республика Саха (Якутия),"АО АК ""Железные дороги Якутии"""
6617,91370,ЧУЛЬБАСС,ЧУЛЬБАСС,Республика Саха (Якутия),"АО АК ""Железные дороги Якутии"""
6618,91400,АЛДАН,АЛДАН,Республика Саха (Якутия),"АО АК ""Железные дороги Якутии"""
6619,91410,КУРАНАХ,КУРАНАХ,Республика Саха (Якутия),"АО АК ""Железные дороги Якутии"""
6620,91380,ТЕНИСТЫЙ,ТЕНИСТЫЙ,Республика Саха (Якутия),"АО АК ""Железные дороги Якутии"""
6621,91350,ДЕНИСОВСКИЙ,ДЕНИСОВСКИЙ,Республика Саха (Якутия),"АО АК ""Железные дороги Якутии"""
